TCP,EEBO,VID,STC,Status,main_author,field of work,movement,lifestyle,owner of,notable work,influenced by,British Museum person or institution ID,Oxford Dictionary of National Biography ID,WomenWriters ID,cause of death,country of citizenship,employer,ethnic group,image,member of,native language,occupation,place of burial,political party,position held,religion,sex or gender,spouse,unmarried partner,Author 1,Author 2,Author 3,Author 4,Author 5,Author 6,Author_original,Number of authors,Date,Title,Terms,Pages,Source
K027670.002,,,,Free,Laurence Sterne,,,,,"The Life and Opinions of Tristram Shandy, Gentleman, A Sentimental Journey Through France and Italy, A Political Romance",,47344,26412,,tuberculosis,Great Britain,,Irish people,Laurence Sterne by Sir Joshua Reynolds.jpg,,,"writer, novelist, autobiographer, religious",Coxwold,,vicar,Anglicanism,male,,,Laurence Sterne,,,,,,"Stern, Laurence, 1713-1768.",1,1775,"Letters of the late Rev. Mr. Laurence Stern, to his most intimate friends. With a fragment in the manner of Rabelais. To which are prefixed, memoirs of his life and family. Written by himself. And published by his daughter, Mrs. Medalle. In three volumes.",,193,
K027670.003,,,,Free,Laurence Sterne,,,,,"The Life and Opinions of Tristram Shandy, Gentleman, A Sentimental Journey Through France and Italy, A Political Romance",,47344,26412,,tuberculosis,Great Britain,,Irish people,Laurence Sterne by Sir Joshua Reynolds.jpg,,,"writer, novelist, autobiographer, religious",Coxwold,,vicar,Anglicanism,male,,,Laurence Sterne,,,,,,"Stern, Laurence, 1713-1768.",1,1775,"Letters of the late Rev. Mr. Laurence Stern, to his most intimate friends. With a fragment in the manner of Rabelais. To which are prefixed, memoirs of his life and family. Written by himself. And published by his daughter, Mrs. Medalle. In three volumes.",,179,
K027697.001,,,,Free,Laurence Sterne,,,,,"The Life and Opinions of Tristram Shandy, Gentleman, A Sentimental Journey Through France and Italy, A Political Romance",,47344,26412,,tuberculosis,Great Britain,,Irish people,Laurence Sterne by Sir Joshua Reynolds.jpg,,,"writer, novelist, autobiographer, religious",Coxwold,,vicar,Anglicanism,male,,,Laurence Sterne,,,,,,"Stern, Laurence, 1713-1768.",1,1760,"The life and opinions of Tristram Shandy, gentleman: ...; Life and opinions of Tristram Shandy, gentleman",,181,
K027697.002,,,,Free,Laurence Sterne,,,,,"The Life and Opinions of Tristram Shandy, Gentleman, A Sentimental Journey Through France and Italy, A Political Romance",,47344,26412,,tuberculosis,Great Britain,,Irish people,Laurence Sterne by Sir Joshua Reynolds.jpg,,,"writer, novelist, autobiographer, religious",Coxwold,,vicar,Anglicanism,male,,,Laurence Sterne,,,,,,"Stern, Laurence, 1713-1768.",1,1760,"The life and opinions of Tristram Shandy, gentleman: ...; Life and opinions of Tristram Shandy, gentleman",,183,
K027714.000,,,,Free,Laurence Sterne,,,,,"The Life and Opinions of Tristram Shandy, Gentleman, A Sentimental Journey Through France and Italy, A Political Romance",,47344,26412,,tuberculosis,Great Britain,,Irish people,Laurence Sterne by Sir Joshua Reynolds.jpg,,,"writer, novelist, autobiographer, religious",Coxwold,,vicar,Anglicanism,male,,,Laurence Sterne,William Combe,,,,,"Stern, Laurence, 1713-1768.; Comb, William, 1742-1823.",2,1788,Original letters of the late Reverend Mr. Laurence Stern; never before published,,218,
K027775.000,,,,Free,William Cowper,,Romanticism,,,,,23877,6513,,edema,Great Britain,,English people,William Cowper by Lemuel Francis Abbott.jpg,,,"poet, translator, writer, poet lawyer, hymnwriter",Norfolk,,,Anglicanism,male,,,William Cowper,,,,,,"Cowper, William, 1731-1800.",1,1782,"Poems: by William Cowper, of the Inner Temple, Esquire.",,371,
K027776.000,,,,Free,William Cowper,,Romanticism,,,,,23877,6513,,edema,Great Britain,,English people,William Cowper by Lemuel Francis Abbott.jpg,,,"poet, translator, writer, poet lawyer, hymnwriter",Norfolk,,,Anglicanism,male,,,William Cowper,,,,,,"Cowper, William, 1731-1800.",1,1785,"The task: a poem, in six books. By William Cowper, ... To which are added, by the same author, An epistle to Joseph Hill, Esquire. ... To which are added, ... an epistle ... and the history of John Gilpin.",,354,
K027796.001,,,,Free,Alexander Pope,,,,,"The Rape of the Lock, Messiah, Eloisa to Abelard, An Essay on Criticism",,42379,22526,00b799d0-0429-4481-b133-112f9f6e1fd6,tuberculosis,"Kingdom of England, Great Britain",,English people,Alexander Pope by Michael Dahl.jpg,,,"poet, literary historian, translator, writer",London,Tories,,Catholic Church,male,,,Homer,Alexander Pope,,,,,"Homer.; Pope, Alexander, 1688-1744.",2,1725,The Odyssey of Homer; Odyssey. English,,306,
K027844.000,,,,Free,George Berkeley,"philosophy, theology, education, epistemology, metaphysics, philosophy of science, calculus, Immaterialism","empiricism, Immaterialism",,,"De Motu, An Essay Towards a New Theory of Vision, A Treatise Concerning the Principles of Human Knowledge, Three Dialogues between Hylas and Philonous, The Theory of Vision, or Visual Language, The Analyst, Siris, The Querist","John Locke, Nicolas Malebranche",,2211,,,Kingdom of Ireland,,,George Berkeley by Jonh Smibert.jpg,,,"philosopher, Anglican priest, writer, epistemologist, philosopher of science, metaphysician",Christ Church Cathedral,,"Bishop of Cloyne, Dean of Derry, Dean of Dromore",Anglicanism,male,"Anne Forster, Sarah Foster",,George Berkeley,,,,,,"Berkeley, George, 1685-1753.",1,1724,"A proposal for the better supplying of churches in our foreign plantations, and for converting the savage Americans to Christianity",,21,
K028072.000,,,,Free,"Tickell, Richard, 1751-1793.",,,,,,,,,,,,,,,,,,,,,,male,,,"Tickell, Richard, 1751-1793.",,,,,,"Tickell, Richard, 1751-1793.",1,1781,"Songs, duos, trios, chorusses, &c, in the comic opera of The carnival of Venice, as it is performed at the Theater Royal, Drury Lane",,25,
K028112.000,,,,Free,John Wesley,,,,,,"John the Evangelist, Martin Luther",50811,29069,,,Great Britain,,,John Wesley by George Romney.jpg,,,"Methodism, cleric, diarist, philosopher, translator, writer, hymnwriter, missionary, priest",Wesley's Chapel,,,"Methodism, Anglicanism",male,Mary Vazeille,,John Wesley,,,,,,"Wesley, John, 1703-1791.",1,1760,"The desideratum: or, electricity made plain and useful. By a lover of mankind, and of common sense",,70,
K028419.000,,,,Free,Francis Godolphin Waldron,,,,,,,,28449,,,,,,FG Waldron Gardiner.jpg,,,stage actor,,,,,male,,,Francis Godolphin Waldron,,,,,,"Waldron, F. G. (Francis Godolphin), 1744-1818.",1,1789,"The King in the country. A dramatic piece, in two acts. Acted at the Theatres-Royal, at Richmond and Windsor, 1788",,30,
K028494.000,,,,Free,James Boswell,,,,,The Life of Samuel Johnson,,85195,2950,,,"Great Britain, United Kingdom",University of Edinburgh,,James Boswell of Auchinleck.jpg,,,"diarist, writer, lawyer, biographer",,,,,male,Margaret Boswell,,James Boswell,,,,,,"Boswell, James, 1740-1795.",1,1783,"A letter to the people of Scotland, on the present state of the nation. By James Boswell, Esquire",,43,
K028664.000,,,,Free,John Brand,,,,,,,,3255,,,"Great Britain, United Kingdom of Great Britain and Ireland",,,,,,"Anglican priest, writer",,,,Anglicanism,male,,,John Brand,,,,,,"Brand, John, d. 1808.",1,1796,"An historical essay on the principles of political associations in a state: ... in a comparative view of the associations of the year 1792, and that recently instituted by the Whig club. By the Rev. John Brand, M.A.",,148,
K028766.000,,,,Free,Joseph Addison,,,,,,,64087,156,,,,Magdalen College,,"Joseph Addison by Sir Godfrey Kneller, Bt.jpg",,,"politician, writer, playwright, poet, journalist, editor, librettist",Westminster Abbey,Whigs,"Member of Parliament in the Parliament of Great Britain, Member of Parliament in the Parliament of Ireland, Member of the Privy Council of Ireland, Member of the 2nd Parliament of Great Britain, Member of the 3rd Parliament of Great Britain, Member of the 4th Parliament of Great Britain, Member of the 5th Parliament of Great Britain",Anglicanism,male,Charlotte Addison,,Joseph Addison,,,,,,"Addison, Joseph, 1672-1719.",1,1713,The late trial and conviction of Count Tariff,,19,
K029169.000,,,,Free,Apothecary.,,,,,,,,,,,,,,,,,,,,,,male,,,Apothecary.,,,,,,Apothecary.,1,1704,"Reasons: why the apothecary may be supposed to understand the administration of medicines in the cure of diseases, as well as the physician. In a letter from an apothecary to a physician",,22,
K029185.000,,,,Free,John Armstrong,,,,,,,83134,660,,,Great Britain,,,DrJohnArmstrongBySirJoshuaReynolds.jpg,,,"poet, physician",,,,,male,,,John Armstrong,,,,,,"Armstrong, John, 1709-1779.",1,1735,"An essay for abridging the study of physic. To which is added, A dialogue, ... relating to the practice of physic,",,46,
K029243.000,,,,Free,,,,,,,,,,,,,,,,,,,,,,,male,,,,,,,,,,,1719,"An account of the virtues, use, dose, and wonderful manner of operation of the pilulae polychrestae.",,14,
K029251.000,,,,Free,Physician.,,,,,,,,,,,,,,,,,,,,,,male,,,Physician.,,,,,,Physician.,1,1716,"A rational account of the natural weaknesses of women: and of the secret distempers peculiarly incident to them. Plainly discovering their nature, true cause, and best method of cure, ... By a physician.",,96,
K029293.000,,,,Free,Frederic Reynolds,,,,,,,160923,23411,,,United Kingdom,,,Frederick Reynolds Painting by John Raphael Smith.jpg,,,"cricketer, playwright",,,,,male,,,Frederic Reynolds,,,,,,"Reynolds, Frederick, 1764-1841.",1,1799,"Management: a comedy, in five acts. As performed at the Theater Royal, Covent Garden. By Frederick Reynolds.",,87,
K029296.000,,,,Free,Frederic Reynolds,,,,,,,160923,23411,,,United Kingdom,,,Frederick Reynolds Painting by John Raphael Smith.jpg,,,"cricketer, playwright",,,,,male,,,Frederic Reynolds,,,,,,"Reynolds, Frederick, 1764-1841.",1,1795,"The rage: a comedy: As it is performed at the Theater Royal, Covent Garden. By Frederick Reynolds.",,97,
K029305.000,,,,Free,"Foot, Samuel, 1720-1777.",,,,,,,,,,,,,,,,,,,,,,male,,,"Foot, Samuel, 1720-1777.",,,,,,"Foot, Samuel, 1720-1777.",1,1778,"The devil upon two sticks: a comedy, in three acts. As it is performed at the Theater Royal in the Haymarket. Written by the late Samuel Foot, Esquire. and now published by Mr. Colman.",,74,
K029412.000,,,,Free,Isaac Newton,"physics, mechanics, mathematics, astronomy",,,,"Philosophiae Naturalis Principia Mathematica, Method of Fluxions, Opticks, or a Treatise of the Reflections, Refractions, Inflections and Colours of Light",René Descartes,75601,20059,,,"Kingdom of England, Great Britain",University of Cambridge,English people,GodfreyKneller-IsaacNewton-1689.jpg,Royal Society,,"mathematician, philosopher",Westminster Abbey,,"Member of Parliament in the Parliament of England, Warden of the Mint, Master of the Mint, Member of Parliament in the Parliament of England, president of the Royal Society, Member of the 1689-90 Parliament, Member of the 1701-02 Parliament",Anglicanism,male,,,Isaac Newton,,,,,,"Newton, Isaac, Sir, 1642-1727.",1,1702,"A new and most accurate theory of the moon's motion: whereby all her irregularities may be solved, ... Written by ... Mr. Isaac Newton, and published in Latin by Mr. David Gregory in his excellent Astronomy.; Theory of the Moon's motion. Latin.",,26,
K029453.000,,,,Free,James Jurin,,,,,,,,15173,,,Great Britain,,,,"Royal Society, Royal College of Physicians",,"epidemiologist, statistician, physicist, mathematician",,,,,male,Mary Harris,,James Jurin,,,,,,"Jurin, James, 1684-1750.",1,1724,"An account of the success of inoculating the small pox in Great Britain: With a comparison between the miscarriages in that practice, and the mortality of the natural smallpox. ... By James Jurin, ...",,45,
K029505.000,,,,Free,"Holwell, J. Z. (John Zephaniah), 1711-1798.",,,,,,,,,,,,,,,,,,,,,,male,,,"Holwell, J. Z. (John Zephaniah), 1711-1798.",,,,,,"Holwell, J. Z. (John Zephaniah), 1711-1798.",1,1767,"An account of the manner of inoculating for the small pox in the East Indies: With some observations on the practice and mode of treating that disease in those parts. ... By J. Z. Holwell, F.R.S.",,42,
K029525.000,,,,Free,"Levison, Gumperz, d. 1797.",,,,,,,,,,,,,,,,,,,,,,male,,,"Levison, Gumperz, d. 1797.",,,,,,"Levison, Gumperz, d. 1797.",1,1778,"An account of the epidemical sore-throat, with the method of treatment: Illustrated by cases and observations. By G. Levison, ...",,58,
K029542.000,,,,Free,Joseph Cradock,,,,,,,135122,6560,,,"Great Britain, United Kingdom of Great Britain and Ireland",,,,Society of Antiquaries of London,,writer,,,,,male,,,Joseph Cradock,,,,,,"Cradock, Joseph, 1742-1826.",1,1777,An account of some of the most romantic parts of North Wales,,154,
K029554.000,,,,Free,William Whiston,mathematician,,,,,David Gregory,167797,29217,,,Great Britain,University of Cambridge,,William Whiston by Sarah Hoadly.jpg,,,"mathematician, physicist, historian, university teacher, philosopher, theologian",,,,,male,,,William Whiston,,,,,,"Whiston, William, 1667-1752.",1,1718,"An account of Mr. Whiston's prosecution at, and banishment from, the University of Cambridge: First printed at the end of the Historical preface, ... With an appendix: containing Mr. Whiston's farther account; ...; Historical preface to Primitive Christianity revived.",,47,
K029564.000,,,,Free,William Whiston,mathematician,,,,,David Gregory,167797,29217,,,Great Britain,University of Cambridge,,William Whiston by Sarah Hoadly.jpg,,,"mathematician, physicist, historian, university teacher, philosopher, theologian",,,,,male,,,William Whiston,,,,,,"Whiston, William, 1667-1752.",1,1719,"An account of a surprising meteor: seen in the air March 19. 1718/19. at night. Containing, I. A description of this meteor, from the original letters of those who saw it in different places. ... By William Whiston, M.A. ...",,38,
K029625.000,,,,Free,Edward Jerningham,,,,,,,149150,14784,,,"Great Britain, United Kingdom of Great Britain and Ireland",,,Edward Jerningham.jpg,Accademia della Crusca,,"playwright, poet",,,,,male,,,Edward Jerningham,,,,,,"Jerningham, Mr. (Edward), 1737?-1812.",1,1792,Abelard to Eloisa: a poem. By Mr. Jerningham.,,23,
K029653.000,,,,Free,Robert Lloyd,,,,,,,,16856,,,Great Britain,,,Robert Lloyd (1733–1764).jpg,,,poet,,,,,male,,,Robert Lloyd,,,,,,"Lloyd, Robert, 1733-1764.",1,1760,"The actor: A poetical epistle to Bonnell Thornton, Esquire.",,22,
K029698.000,,,,Free,Stephen Duck,,,,,,,137621,8131,,Died by Nagato,,,,,,,poet,,,,,male,,,Stephen Duck,,,,,,"Duck, Stephen, 1705-1756.",1,1755,"Caesar's camp: or, St. George's Hill. A poem. By the Reverend Mr. Duck, ...",,24,
K029715.000,,,,Free,Richard Cumberland,,,,,,,24170,6888,8c546a9b-e98a-4bee-87a8-dfd815b4c1e4,,United Kingdom of Great Britain and Ireland,,,"Richard Cumberland, dramatist.jpg",,,"writer, playwright, novelist, essayist",Westminster Abbey,,,,male,Elizabeth Ridge,,Richard Cumberland,,,,,,"Cumberland, Richard, 1732-1811.",1,1792,"Calvary: or the death of Christ. A poem, in eight books. By Richard Cumberland.",,293,
K029722.000,,,,Free,Richard Brinsley Sheridan,,,,,,,20881,25367,,,Kingdom of Ireland,,,Richard Sheridan.jpg,"1st United Kingdom Parliament, 2nd United Kingdom Parliament, 3rd United Kingdom Parliament, 4th United Kingdom Parliament",,"poet, politician, librettist, dramaturge, playwright",Westminster Abbey,Whigs,"Member of the 4th Parliament of the United Kingdom, Treasurer of the Navy, Member of Parliament in the Parliament of Great Britain, Member of the 1st Parliament of the United Kingdom, Member of the 2nd Parliament of the United Kingdom, Member of the 3rd Parliament of the United Kingdom, Member of the 4th Parliament of the United Kingdom, Member of the 17th Parliament of Great Britain, Member of the 18th Parliament of Great Britain, Member of the 15th Parliament of Great Britain, Member of the 16th Parliament of Great Britain",,male,"Elizabeth Ann Linley, Esther Jane Ogle",,Richard Brinsley Sheridan,,,,,,"Sheridan, Richard Brinsley, 1751-1816.",1,1795,"The camp: a musical entertainment, as performed at the Theater Royal, Drury Lane. By R. B. Sheridan, Esquire.",,31,
K029768.000,,,,Free,Prince Hoare,,,,,,,147162,13384,,,"Great Britain, United Kingdom of Great Britain and Ireland",,,"Prince Hoare (1755–1834), by Thomas Lawrence.jpg",,,painter,,,,,male,,,Prince Hoare,,,,,,"Hoare, Prince, 1755-1834.",1,1799,"The captive of Spilburg in two acts: as performed at the Theater Royal, Drury Lane, altered from the favorite French drama called Le souterrain, with a preface by the translator. The music by Dussek.",,54,
K029769.000,,,,Free,John Delap,,,,,,,,7444,,,,,,,,,poet,,,,Anglicanism,male,,,John Delap,,,,,,"Delap, J. (John), 1725-1812.",1,1786,"The captives a tragedy: as performed at the Theater Royal, Drury Lane by the author of The royal suppliants.",,85,
K029857.000,,,,Free,Samuel Richardson,,,vegetarianism,,,,43578,23582,29fe1131-3ab9-467d-8ebf-5924dc1fd789,,"Great Britain, Kingdom of England",,,Samuel Richardson by Joseph Highmore.jpg,,English,"writer, novelist",,,,Anglicanism,male,,,Samuel Richardson,,,,,,"Richardson, Samuel, 1689-1761.",1,1753,"The case of Samuel Richardson, of London, printer: with regard to the invasion of his property in The history of Sir Charles Grandison, before publication, by certain booksellers in Dublin.",Copyright -- England; Intellectual property -- England,4,
K029870.000,,,,Free,"Barbers' Company (London, England)",,,,,,,,,,,,,,,,,,,,,,NA,,,"Barbers' Company (London, England)",,,,,,"Barbers' Company (London, England)",1,1745,The case of the barbers of London,Barbers -- Labor unions -- England; Surgeons -- England; London (England) -- History,4,
K029946.000,,,,Free,James Thomson,,,,,"Rule, Britannia!, The Seasons",,48435,27306,,,Great Britain,,Scottish people,James Thomson (Scottish poet).jpg,,,"writer, poet",,,,,male,,,James Thomson,,,,,,"Thomson, James, 1700-1748.",1,1748,The castle of indolence: an allegorical poem. Written in imitation of Spenser. By James Thomson.,,85,
