DocName,FileName,EEBO,VID,STC,Status,main_author,field of work,movement,lifestyle,owner of,notable work,influenced by,British Museum person or institution ID,Oxford Dictionary of National Biography ID,WomenWriters ID,cause of death,country of citizenship,employer,ethnic group,image,member of,native language,occupation,place of burial,political party,position held,religion,sex or gender,spouse,unmarried partner,Author 1,Author 2,Author 3,Author 4,Author 5,Author 6,Author_original,Number of authors,Date,Title,Terms,Pages,Source,total_words,discrete_count,variance
K125893.000,K125893.000.txt,,,,Free,Philip Francis,,,,,,,140521,10077.0,,,Ireland,,,SirPhilipFrancis.jpg,"2nd United Kingdom Parliament, 3rd United Kingdom Parliament, 16th Parliament of Great Britain, 17th Parliament of Great Britain",,"politician, writer",,,"Member of the 3rd Parliament of the United Kingdom, Member of Parliament in the Parliament of Great Britain, Member of the 2nd Parliament of the United Kingdom, Member of the 3rd Parliament of the United Kingdom, Member of the 16th Parliament of Great Britain, Member of the 17th Parliament of Great Britain",,male,,,Philip Francis,,,,,,"Francis, Philip, Sir, 1740-1818.",1.0,1788.0,"The answer of Philip Francis, Esquire. to the charges exhibited against him, General Clavering, and Colonel Monson: By Sir Elijah Impey, Knight, when at the bar of the House of Commons, on his defense to the Nunducomar charge.",,29.0,,6497,1339,0.20609512082499615
K126050.000,K126050.000.txt,,,,Free,Hannah More,"poetry, essay",,,,Thoughts on the Importance of the Manners of the Great to General Society,,39360,19179.0,1bba70db-d114-4950-bea0-234faf6235bc,,"United Kingdom of Great Britain and Ireland, Great Britain",,,HannahMore.jpg,Blue Stockings Society,,"writer, poet, essayist, philanthropist, abolitionist",Somerset,,,Anglicanism,female,,,Hannah More,,,,,,"More, Hannah, 1745-1833.",1.0,1797.0,"The day of judgment: or, the grand reckoning.",,1.0,,409,234,0.5721271393643031
K126077.000,K126077.000.txt,,,,Free,"Lambrechts, Arentius Ferdinand.",,,,,,,,,,,,,,,,,,,,,,male,,,"Lambrechts, Arentius Ferdinand.",,,,,,"Lambrechts, Arentius Ferdinand.",1.0,1754.0,"A treatise on the gout: in which the cause is first briefly assigned, and secondly an effectual and certain cure is pointed out. By Arentius Ferdinand Lambrechts, M.D.",,21.0,,3766,1361,0.36139139670738185
K126403.000,K126403.000.txt,,,,Free,Elizabeth Inchbald,,,,,,,32550,14374.0,45594009-006f-4c99-a4af-13a4557be0d5,,United Kingdom of Great Britain and Ireland,,,"Mrs Joseph Inchbald, by Thomas Lawrence.jpg",,English,"actor, novelist, playwright, writer, stage actor",,,,,female,"Henry Bridgeman, 1st Baron Bradford, Henry Bridgeman, 1st Baron Bradford",,Elizabeth Inchbald,,,,,,"Inchbald, Mrs., 1753-1821.",1.0,1803.0,In the dead of the night. Sung by Mrs. Jordan in The wedding day; Wedding day.,,1.0,,259,141,0.5444015444015444
K126886.000,K126886.000.txt,,,,Free,James Lind,,,,,,,35860,16670.0,,,"Great Britain, United Kingdom of Great Britain and Ireland",,,,Royal Society,,"physician, surgeon",,,,,male,Anne Elizabeth Mealy,,James Lind,,,,,,"Lind, James, 1736-1812.",1.0,1800.0,Sketch for a medical education,,11.0,,819,332,0.4053724053724054
K127086.001,K127086.001.txt,,,,Free,Frances Burney,essay,,,,"Evelina, Cecilia, Camilla, The Wanderer",,,603.0,f437483a-02b3-4880-8d8d-0a3dd18b1ab8,,"United Kingdom of Great Britain and Ireland, Great Britain, United Kingdom",,,Frances d'Arblay ('Fanny Burney') by Edward Francisco Burney.jpg,,,"writer, novelist, diarist, essayist",Somerset,,,,female,Alexandre Jean-Batiste Piochard,,Frances Burney,,,,,,"Burney, Fanny, 1752-1840.",1.0,1779.0,"Evelina: or, a young lady's entrance into the world. ...",,297.0,,79641,5997,0.07530041059253399
K127086.002,K127086.002.txt,,,,Free,Frances Burney,essay,,,,"Evelina, Cecilia, Camilla, The Wanderer",,,603.0,f437483a-02b3-4880-8d8d-0a3dd18b1ab8,,"United Kingdom of Great Britain and Ireland, Great Britain, United Kingdom",,,Frances d'Arblay ('Fanny Burney') by Edward Francisco Burney.jpg,,,"writer, novelist, diarist, essayist",Somerset,,,,female,Alexandre Jean-Batiste Piochard,,Frances Burney,,,,,,"Burney, Fanny, 1752-1840.",1.0,1779.0,"Evelina: or, a young lady's entrance into the world. ...",,287.0,,77453,5567,0.07187584728803274
K127176.000,K127176.000.txt,,,,Free,John Trusler,,,,,,,48925,27777.0,,,,,,,,,"autobiographer, bookseller",,,,Anglicanism,male,,,John Trusler,,,,,,"Trusler, John, 1735-1820.",1.0,1797.0,A description of the road from London to Bath and Bristol: with every thing worth notice in the way. By the Rev. Dr. Trusler.,,47.0,,6646,1558,0.2344267228408065
K127454.000,K127454.000.txt,,,,Free,"Wright, Mrs.,",,,,,,,,,,,,,,,,,,,,,,female,,,"Wright, Mrs.,",,,,,,"Wright, Mrs.,",1.0,1798.0,"An essay to instruct women how to protect themselves in a state of pregnancy: ... also, some observations on the treatment of children, which ... may ward off dangerous diseases, ... By Mrs. Wright, ...",,37.0,,6502,1710,0.26299600123039063
K127472.000,K127472.000.txt,,,,Free,Royal College of Surgeons of England.,,,,,,,,,,,,,,,,,,,,,,,,,Royal College of Surgeons of England.,,,,,,Royal College of Surgeons of England.,1.0,1745.0,The case of the surgeons of London,,4.0,,1016,324,0.3188976377952756
K127477.001,K127477.001.txt,,,,Free,Charlotte Lennox,poetry,,,,,,153742,16454.0,,,"United Kingdom of Great Britain and Ireland, United States of America, United Kingdom",,,Charlotte Lennox 02.jpg,,,"poet, translator, novelist, writer, playwright, editor",,,,,female,,,Charlotte Lennox,,,,,,"Lennox, Charlotte, ca. 1729-1804.",1.0,1797.0,The history of Sir George Warrington: or the political Quixote. By the author of The female Quixote. In three volumes. ...,,208.0,,21278,3544,0.16655700723752231
K127477.002,K127477.002.txt,,,,Free,Charlotte Lennox,poetry,,,,,,153742,16454.0,,,"United Kingdom of Great Britain and Ireland, United States of America, United Kingdom",,,Charlotte Lennox 02.jpg,,,"poet, translator, novelist, writer, playwright, editor",,,,,female,,,Charlotte Lennox,,,,,,"Lennox, Charlotte, ca. 1729-1804.",1.0,1797.0,The history of Sir George Warrington: or the political Quixote. By the author of The female Quixote. In three volumes. ...,,220.0,,22306,3383,0.15166322962431633
K127477.003,K127477.003.txt,,,,Free,Charlotte Lennox,poetry,,,,,,153742,16454.0,,,"United Kingdom of Great Britain and Ireland, United States of America, United Kingdom",,,Charlotte Lennox 02.jpg,,,"poet, translator, novelist, writer, playwright, editor",,,,,female,,,Charlotte Lennox,,,,,,"Lennox, Charlotte, ca. 1729-1804.",1.0,1797.0,The history of Sir George Warrington: or the political Quixote. By the author of The female Quixote. In three volumes. ...,,185.0,,18423,2855,0.154969331813494
K127859.000,K127859.000.txt,,,,Free,Richard Brinsley Sheridan,,,,,,,20881,25367.0,,,Kingdom of Ireland,,,Richard Sheridan.jpg,"1st United Kingdom Parliament, 2nd United Kingdom Parliament, 3rd United Kingdom Parliament, 4th United Kingdom Parliament",,"poet, politician, librettist, dramaturge, playwright",Westminster Abbey,Whigs,"Member of the 4th Parliament of the United Kingdom, Treasurer of the Navy, Member of Parliament in the Parliament of Great Britain, Member of the 1st Parliament of the United Kingdom, Member of the 2nd Parliament of the United Kingdom, Member of the 3rd Parliament of the United Kingdom, Member of the 4th Parliament of the United Kingdom, Member of the 17th Parliament of Great Britain, Member of the 18th Parliament of Great Britain, Member of the 15th Parliament of Great Britain, Member of the 16th Parliament of Great Britain",,male,"Elizabeth Ann Linley, Esther Jane Ogle",,Richard Brinsley Sheridan, Great Britain. Parliament.,,,,,"Sheridan, Richard Brinsley, 1751-1816.; Great Britain. Parliament.",2.0,1788.0,"The speech of R. B. Sheridan: Esquire. on summing up the second charge against Warren Hastings, Esquire. Before the High Court of Parliament, in Westminster Hall, Tuesday, June 3, 1788, and three subsequent days.",,29.0,,17739,3117,0.17571452731270082
K127900.000,K127900.000.txt,,,,Free,Thomas Parnell,,,,,,,41170,21390.0,,,Kingdom of Ireland,,,Thomas Parnell.jpg,,,"poet, writer, essayist, translator",,,,,male,Anne Minchin,,Thomas Parnell,,,,,,"Parnell, Thomas, 1679-1718.",1.0,1775.0,"The hermit: To which are added, A hymn to contentment; Health, an eclogue; and A night piece, on death. By Dr. Thomas Parnell, ...",,24.0,,3728,1439,0.38599785407725323
K128027.000,K128027.000.txt,,,,Free,"John and William Cunningham and Company (Brewers : Glasgow, Scotland)",,,,,,,,,,,,,,,,,,,,,,,,,"John and William Cunningham and Company (Brewers : Glasgow, Scotland)"," Graham, James, vintner in Glasgow."," James Hotchkis and Company (Brewers : Edinburgh, Scotland)",,,,"John and William Cunningham and Company (Brewers : Glasgow, Scotland); Graham, James, vintner in Glasgow.; James Hotchkis and Company (Brewers : Edinburgh, Scotland)",3.0,1770.0,"Unto the Right Honorable, the Lords of Council and Session, the petition of John and William Cunningham and Company brewers in Glasgow, James Hotchkis and Company brewers in Edinburgh, and James Graham vintner in Glasgow, for themselves, and as trustees of William M@Gregor late tenant in Parkhall,",,12.0,,4319,897,0.20768696457513314
K128576.000,K128576.000.txt,,,,Free,"Cunningham, John, brewer.",,,,,,,,,,,,,,,,,,,,,,male,,,"Cunningham, John, brewer.",,,,,,"Cunningham, John, brewer.",1.0,1781.0,"To the noblemen, gentlemen and proprietors of lands in Scotland, and inhabitants at large",,15.0,,2953,730,0.24720623095157468
K128984.000,K128984.000.txt,,,,Free,"John and William Cunningham and Company (Brewers : Glasgow, Scotland)",,,,,,,,,,,,,,,,,,,,,,,,,"John and William Cunningham and Company (Brewers : Glasgow, Scotland)"," Graham, James, vintner in Glasgow."," James Hotchkis and Company (Brewers : Edinburgh, Scotland)",,,,"John and William Cunningham and Company (Brewers : Glasgow, Scotland); Graham, James, vintner in Glasgow.; James Hotchkis and Company (Brewers : Edinburgh, Scotland)",3.0,1770.0,"Answers for John and William Cuninghams and Company, brewers in Glasgow; James Hotchkis and Company, brewers in Edinburgh; and James Graham vintner in Glasgow; for themselves, and as trustees for the other creditors of William M@Gregor late tenant in the lands of Parkhall, and others: to the petition of Robert Hamilton of Wishaw",,8.0,,2756,609,0.22097242380261248
K129212.000,K129212.000.txt,,,,Free,Thomas Paine,,,,,Common Sense,,146195,21133.0,bd17e01a-3c4e-43da-8ca5-a68414f842a3,,"Great Britain, United States of America, Great Britain, Kingdom of France, Kingdom of France, French First Republic, United States of America",,English people,Thomas Paine.jpg,"American Philosophical Society, Pennsylvania Abolition Society",French,"philosopher, politician, writer, entrepreneur, journalist, prosaist, opinion journalist",New Rochelle,,member of the French National Assembly,deism,male,,,Thomas Paine,,,,,,"Pain, Thomas, 1737-1809.",1.0,1790.0,"Lines, &c: By Thomas Pain, [sic]",,3.0,,936,448,0.47863247863247865
K130449.000,K130449.000.txt,,,,Free,"Thomson, James, fl. 1719-1762.",,,,,,,,,,,,,,,,,,,,,,male,,,"Thomson, James, fl. 1719-1762.",,,,,,"Thomson, James, fl. 1719-1762.",1.0,1762.0,"Answers of poor James Thomson, son to the deceased Bailie Andrew Thomson, brewer in Edinburgh; to the petition of Helen Bell, and her children",,16.0,,5549,1109,0.1998558298792575
K130649.000,K130649.000.txt,,,,Free,Alexander Pope,,,,,"The Rape of the Lock, Messiah, Eloisa to Abelard, An Essay on Criticism",,42379,22526.0,00b799d0-0429-4481-b133-112f9f6e1fd6,tuberculosis,"Kingdom of England, Great Britain",,English people,Alexander Pope by Michael Dahl.jpg,,,"poet, literary historian, translator, writer",London,Tories,,Catholic Church,male,,,Alexander Pope,,,,,,"Pope, Alexander, 1688-1744.",1.0,1734.0,An essay on man: In epistles to a friend.,,56.0,,10942,2522,0.23048802778285504
K130910.000,K130910.000.txt,,,,Free,"Tailor, Margaret, Mrs.",,,,,,,,,,,,,,,,,,,,,,female,,,"Tailor, Margaret, Mrs.",,,,,,"Tailor, Margaret, Mrs.",1.0,1795.0,"Mrs. Taylor's family companion: or the whole art of cookery displayed, in the newest and most easy method, being a collection of receipts to set out a table cheap, ... To which are added, instructions for marketing, sundry bills of fare, ... The whole calculated to assist the prudent mistress and her servant, ... By Mrs. Margaret Tailor, ...",,160.0,,43925,3046,0.06934547524188958
K131145.000,K131145.000.txt,,,,Free,Author of The practical scheme.,,,,,,,,,,,,,,,,,,,,,,male,,,Author of The practical scheme.,,,,,,Author of The practical scheme.,1.0,1718.0,"A rational account of the cause, nature, and cure of gleets: and other such weaknesses usually attending persons after former cures, self-abuses, &c. By the author of the Practical scheme. This book is given gratis only at the four following places, and no where else, viz. up one pair of stairs, between the Rose Tavern and the pamphlet shop, at the sign of the celebrated anodyne necklace, ... And (for the convenience of seafaring persons) at the Indian handkercher facing the New Stairs in Wapping. ...",,48.0,,19030,2812,0.14776668418286915
K131280.000,K131280.000.txt,,,,Free,Hannah More,"poetry, essay",,,,Thoughts on the Importance of the Manners of the Great to General Society,,39360,19179.0,1bba70db-d114-4950-bea0-234faf6235bc,,"United Kingdom of Great Britain and Ireland, Great Britain",,,HannahMore.jpg,Blue Stockings Society,,"writer, poet, essayist, philanthropist, abolitionist",Somerset,,,Anglicanism,female,,,Hannah More,,,,,,"More, Hannah, 1745-1833.",1.0,1799.0,"The two wealthy farmers; or, the history of Mr. Bragwell. In seven parts",,132.0,,34494,3901,0.11309213196497941
K131582.000,K131582.000.txt,,,,Free,"Hutton, Charles, shipmaster in Culross.",,,,,,,,,,,,,,,,,,,,,,male,,,"Hutton, Charles, shipmaster in Culross."," McLaren, David, merchant in Leith."," Palmer, William, of Great Yarmouth.",,,,"Hutton, Charles, shipmaster in Culross.; McLaren, David, merchant in Leith.; Palmer, William, of Great Yarmouth.",3.0,1783.0,"Inf. Charles Hutton. Lord Eskgrove reporter. April 22. 1783. Information for Charles Hutton, shipmaster in Culross, suspender, against William Palmer of Great Yarmouth, in the county of Norfolk, and David Maclaren, merchant in Leith, his attorney, chargers",,23.0,,9793,1523,0.15551924844276524
K131636.000,K131636.000.txt,,,,Free,Thomas Paine,,,,,Common Sense,,146195,21133.0,bd17e01a-3c4e-43da-8ca5-a68414f842a3,,"Great Britain, United States of America, Great Britain, Kingdom of France, Kingdom of France, French First Republic, United States of America",,English people,Thomas Paine.jpg,"American Philosophical Society, Pennsylvania Abolition Society",French,"philosopher, politician, writer, entrepreneur, journalist, prosaist, opinion journalist",New Rochelle,,member of the French National Assembly,deism,male,,,Thomas Paine,,,,,,"Pain, Thomas, 1737-1809.",1.0,1792.0,"Pain, Dundas, and Onslow. A letter to Mr. Henry Dundas: ... in answer to his speech on the late excellent proclamation. Also two letters to Lord Onslow, ... By Thomas Pain, ...",,35.0,,7226,1491,0.20633822308331026
K131806.000,K131806.000.txt,,,,Free,"Ogden, Bernard, b. 1767.",,,,,,,,,,,,,,,,,,,,,,male,,,"Ogden, Bernard, b. 1767.",,,,,,"Ogden, Bernard, b. 1767.",1.0,1797.0,"Plain directions for the treatment of wounds in general: With methods of stopping violent bleedings in cases of large wounds ... to which are added remarks on suspended animation, ... By Bernard Ogden, ...",,23.0,,6604,1413,0.21396123561477892
K131816.000,K131816.000.txt,,,,Free,Arthur Murphy,,,,,,,39729,19569.0,,,Ireland,,,"Arthur Murphy by Nathaniel Dance, (later Sir Nathaniel Dance-Holland, Bt).jpg",,,"writer, biographer",,,,,male,,,Arthur Murphy,,,,,,"Murphy, Arthur, 1727-1805.",1.0,1775.0,"Three weeks after marriage: a comedy, in two acts, as performed at the Theater Royal in Covent Garden.; What we must all come to",,36.0,,10395,1662,0.15988455988455988
K131881.000,K131881.000.txt,,,,Free,John O'Keeffe,,,,,,,158619,20658.0,,,,,,John O'Keeffe by Thomas or William Lawranson.jpg,,,"actor, writer",,,,,male,,,John O'Keeffe,,,,,,"O'Keeffe, John, 1747-1833.",1.0,1790.0,"The fox-chace: A favorite hunting song, sung at the grand hunts of England.; Czar Peter.",,1.0,,388,212,0.5463917525773195
K131924.000,K131924.000.txt,,,,Free,Henry Carey,,baroque music,,,,,131851,4651.0,,hanging,Great Britain,,,Henry Carey.jpg,,,"poet, composer, writer",,,,,male,,,Henry Carey,,,,,,"Carey, Henry, 1687?-1743.",1.0,1795.0,Sally of our alley; Sally in our alley,,2.0,,330,150,0.45454545454545453
K132088.000,K132088.000.txt,,,,Free,Hannah More,"poetry, essay",,,,Thoughts on the Importance of the Manners of the Great to General Society,,39360,19179.0,1bba70db-d114-4950-bea0-234faf6235bc,,"United Kingdom of Great Britain and Ireland, Great Britain",,,HannahMore.jpg,Blue Stockings Society,,"writer, poet, essayist, philanthropist, abolitionist",Somerset,,,Anglicanism,female,,,Hannah More,,,,,,"More, Hannah, 1745-1833.",1.0,1800.0,"The riot; or, half a loaf is better than no bread. In a dialogue between Jack Anvil and Tom Hod. To the tune of ""A cobbler there was,"" &c",,1.0,,870,359,0.4126436781609195
K132097.001,K132097.001.txt,,,,Free,Elizabeth Inchbald,,,,,,,32550,14374.0,45594009-006f-4c99-a4af-13a4557be0d5,,United Kingdom of Great Britain and Ireland,,,"Mrs Joseph Inchbald, by Thomas Lawrence.jpg",,English,"actor, novelist, playwright, writer, stage actor",,,,,female,"Henry Bridgeman, 1st Baron Bradford, Henry Bridgeman, 1st Baron Bradford",,Elizabeth Inchbald,,,,,,"Inchbald, Mrs., 1753-1821.",1.0,1786.0,"Appearance is against them: in a series of letters, in three volumes, by the author of Emily Herbert, or perfidy punished. ...",,222.0,,20645,2578,0.12487285056914507
K132097.002,K132097.002.txt,,,,Free,Elizabeth Inchbald,,,,,,,32550,14374.0,45594009-006f-4c99-a4af-13a4557be0d5,,United Kingdom of Great Britain and Ireland,,,"Mrs Joseph Inchbald, by Thomas Lawrence.jpg",,English,"actor, novelist, playwright, writer, stage actor",,,,,female,"Henry Bridgeman, 1st Baron Bradford, Henry Bridgeman, 1st Baron Bradford",,Elizabeth Inchbald,,,,,,"Inchbald, Mrs., 1753-1821.",1.0,1786.0,"Appearance is against them: in a series of letters, in three volumes, by the author of Emily Herbert, or perfidy punished. ...",,216.0,,18598,2506,0.134745671577589
